period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits
2023-02,2023-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,4813,3129,1684,65.0,847,228,0
2023-02,2023-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,920,702,218,76.2,199,165,0
2023-02,2023-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,17202,11299,5903,65.7,4758,198,736
2023-02,2023-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,4972,3600,1372,72.4,1567,144,0
2023-02,2023-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,3219,2138,1081,66.4,900,190,0
2023-02,2023-02-01,South West,University Hospitals Bristol,Type 1 - Major A&E,13400,10872,2528,81.1,2647,110,121
2023-02,2023-02-01,South West,University Hospitals Bristol,Type 2 - Specialist,3878,2578,1300,66.5,685,225,0
2023-02,2023-02-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,2538,1821,717,71.7,490,179,0
2023-02,2023-02-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10136,5889,4247,58.1,3523,248,200
2023-02,2023-02-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,3761,2329,1432,61.9,617,253,0
2023-02,2023-02-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,2461,1692,769,68.7,651,176,0
2023-02,2023-02-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,15532,11851,3681,76.3,4811,154,301
2023-02,2023-02-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,3804,2372,1432,62.3,919,215,0
2023-02,2023-02-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,4562,2824,1738,61.9,1486,219,0
2023-02,2023-02-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12550,9853,2697,78.5,3144,120,17
2023-02,2023-02-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,4708,2907,1801,61.7,870,201,0
2023-02,2023-02-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,1953,1543,410,79.0,450,118,0
2023-02,2023-02-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,9467,5262,4205,55.6,2852,275,159
2023-02,2023-02-01,East of England,Norfolk and Norwich,Type 2 - Specialist,3898,2976,922,76.3,649,118,0
2023-02,2023-02-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,3036,2038,998,67.1,1005,216,0
2023-02,2023-02-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,14512,10406,4106,71.7,4527,185,284
2023-02,2023-02-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,1197,604,593,50.4,386,305,0
2023-02,2023-02-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2210,1696,514,76.7,599,123,0
2023-03,2023-03-01,London,Barts Health NHS Trust,Type 1 - Major A&E,7832,5828,2004,74.4,2504,179,101
2023-03,2023-03-01,London,Barts Health NHS Trust,Type 2 - Specialist,791,560,231,70.7,160,147,0
2023-03,2023-03-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,3648,2235,1413,61.2,748,208,0
2023-03,2023-03-01,London,Imperial College Healthcare,Type 1 - Major A&E,7422,4940,2482,66.6,1338,226,352
2023-03,2023-03-01,London,Imperial College Healthcare,Type 2 - Specialist,2124,1572,552,74.0,425,132,0
2023-03,2023-03-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,3493,2617,876,74.9,813,155,0
2023-03,2023-03-01,London,Kings College Hospital,Type 1 - Major A&E,15487,11269,4218,72.8,3364,181,513
2023-03,2023-03-01,London,Kings College Hospital,Type 2 - Specialist,1313,870,443,66.2,253,226,0
2023-03,2023-03-01,London,Kings College Hospital,Type 3 - Minor Injuries,3663,3044,619,83.1,1139,83,0
2023-03,2023-03-01,London,Guy's and St Thomas',Type 1 - Major A&E,6032,3750,2282,62.2,945,217,286
2023-03,2023-03-01,London,Guy's and St Thomas',Type 2 - Specialist,2592,1718,874,66.3,401,195,0
2023-03,2023-03-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,3091,1892,1199,61.2,549,241,0
2023-03,2023-03-01,London,University College London Hospitals,Type 1 - Major A&E,4334,2309,2025,53.3,750,262,139
2023-03,2023-03-01,London,University College London Hospitals,Type 2 - Specialist,2105,1357,748,64.4,706,224,0
2023-03,2023-03-01,London,University College London Hospitals,Type 3 - Minor Injuries,1286,902,384,70.1,413,205,0
2023-03,2023-03-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,8010,6143,1867,76.7,2516,164,247
2023-03,2023-03-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,2353,1465,888,62.2,542,255,0
2023-03,2023-03-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,670,480,190,71.5,110,141,0
2023-03,2023-03-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6224,5100,1124,81.9,2176,130,137
2023-03,2023-03-01,North West,Liverpool University Hospitals,Type 2 - Specialist,1457,1301,156,89.3,450,78,0
2023-03,2023-03-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,3057,2441,616,79.8,879,103,0
2023-03,2023-03-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9976,8592,1384,86.1,2288,86,45
2023-03,2023-03-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,2931,2129,802,72.6,535,159,0
2023-03,2023-03-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,4158,3027,1131,72.8,1009,190,0
2023-03,2023-03-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14541,10385,4156,71.4,2994,156,178
2023-03,2023-03-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,3677,2166,1511,58.9,637,238,0
2023-03,2023-03-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,3371,2548,823,75.6,1169,125,0
2023-03,2023-03-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,4727,3908,819,82.7,1651,95,31
2023-03,2023-03-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,866,573,293,66.1,200,229,0
2023-03,2023-03-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,1276,830,446,65.0,255,182,0
2023-03,2023-03-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,15276,12875,2401,84.3,4039,81,350
2023-03,2023-03-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,2276,1762,514,77.4,388,138,0
2023-03,2023-03-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,2628,2206,422,83.9,817,78,0
2023-03,2023-03-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,4450,3481,969,78.2,954,118,85
2023-03,2023-03-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,3868,3080,788,79.6,584,141,0
2023-03,2023-03-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,3662,2360,1302,64.4,1177,186,0
2023-03,2023-03-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,5977,4296,1681,71.9,1865,184,229
2023-03,2023-03-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,2034,1346,688,66.2,658,179,0
2023-03,2023-03-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,1250,794,456,63.5,190,205,0
2023-03,2023-03-01,South East,Oxford University Hospitals,Type 1 - Major A&E,5452,3347,2105,61.4,1059,208,274
2023-03,2023-03-01,South East,Oxford University Hospitals,Type 2 - Specialist,2063,1324,739,64.2,399,197,0
2023-03,2023-03-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,1558,1280,278,82.1,263,120,0
2023-03,2023-03-01,South East,Brighton and Sussex,Type 1 - Major A&E,15122,11194,3928,74.0,4742,141,394
2023-03,2023-03-01,South East,Brighton and Sussex,Type 2 - Specialist,3947,3056,891,77.4,769,146,0
2023-03,2023-03-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,1295,887,408,68.4,288,181,0
2023-03,2023-03-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,9793,8227,1566,84.0,2890,93,168
2023-03,2023-03-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,2498,2286,212,91.5,471,68,0
2023-03,2023-03-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,1229,930,299,75.6,238,167,0
2023-03,2023-03-01,South East,East Kent Hospitals,Type 1 - Major A&E,5164,4517,647,87.5,1225,67,18
2023-03,2023-03-01,South East,East Kent Hospitals,Type 2 - Specialist,677,440,237,65.0,220,202,0
2023-03,2023-03-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,2840,2229,611,78.5,902,128,0
2023-03,2023-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,9657,7876,1781,81.6,1952,119,3
2023-03,2023-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,4198,3056,1142,72.8,933,183,0
2023-03,2023-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1623,1484,139,91.4,547,68,0
2023-03,2023-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,3703,3040,663,82.1,644,116,56
2023-03,2023-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,3771,3062,709,81.2,1099,113,0
2023-03,2023-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,3968,3521,447,88.7,1218,65,0
2023-03,2023-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13000,11262,1738,86.6,2812,89,8
2023-03,2023-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1993,1634,359,82.0,552,94,0
2023-03,2023-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,3701,2352,1349,63.5,555,246,0
2023-03,2023-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,5672,3719,1953,65.6,1486,209,175
2023-03,2023-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,2150,1384,766,64.3,467,242,0
2023-03,2023-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,666,529,137,79.3,192,136,0
2023-03,2023-03-01,South West,University Hospitals Bristol,Type 1 - Major A&E,6246,4641,1605,74.3,1881,135,175
2023-03,2023-03-01,South West,University Hospitals Bristol,Type 2 - Specialist,3673,2409,1264,65.6,994,235,0
2023-03,2023-03-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,1369,1241,128,90.6,444,73,0
2023-03,2023-03-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,13475,11720,1755,87.0,2643,72,46
2023-03,2023-03-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,2875,2288,587,79.6,443,99,0
2023-03,2023-03-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,2950,2369,581,80.3,488,94,0
2023-03,2023-03-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,3425,2361,1064,68.9,798,186,142
2023-03,2023-03-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,3657,2329,1328,63.7,1098,206,0
2023-03,2023-03-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,617,383,234,61.9,109,219,0
2023-03,2023-03-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,15899,9176,6723,57.7,5069,225,853
2023-03,2023-03-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,2983,2346,637,78.6,474,102,0
2023-03,2023-03-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,1212,810,402,66.8,291,199,0
2023-03,2023-03-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,10455,7369,3086,70.5,1766,148,404
2023-03,2023-03-01,East of England,Norfolk and Norwich,Type 2 - Specialist,694,581,113,83.7,231,95,0
2023-03,2023-03-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,3788,2268,1520,59.9,971,217,0
2023-03,2023-03-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,4476,3343,1133,74.7,828,127,3
2023-03,2023-03-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,2340,2006,334,85.7,540,61,0
2023-03,2023-03-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,953,840,113,88.1,156,68,0
2023-04,2023-04-01,London,Barts Health NHS Trust,Type 1 - Major A&E,11893,9106,2787,76.6,1986,149,387
2023-04,2023-04-01,London,Barts Health NHS Trust,Type 2 - Specialist,2507,1833,674,73.1,433,131,0
2023-04,2023-04-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,4351,2864,1487,65.8,881,183,0
2023-04,2023-04-01,London,Imperial College Healthcare,Type 1 - Major A&E,7078,5997,1081,84.7,1527,78,109
2023-04,2023-04-01,London,Imperial College Healthcare,Type 2 - Specialist,1536,975,561,63.5,460,220,0
2023-04,2023-04-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,1436,925,511,64.4,312,183,0
2023-04,2023-04-01,London,Kings College Hospital,Type 1 - Major A&E,11014,6085,4929,55.2,3384,267,411
2023-04,2023-04-01,London,Kings College Hospital,Type 2 - Specialist,2817,2055,762,72.9,868,145,0
2023-04,2023-04-01,London,Kings College Hospital,Type 3 - Minor Injuries,1465,1048,417,71.5,456,192,0
2023-04,2023-04-01,London,Guy's and St Thomas',Type 1 - Major A&E,9276,6161,3115,66.4,2795,179,238
2023-04,2023-04-01,London,Guy's and St Thomas',Type 2 - Specialist,1574,1008,566,64.0,413,210,0
2023-04,2023-04-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,979,551,428,56.3,153,274,0
2023-04,2023-04-01,London,University College London Hospitals,Type 1 - Major A&E,3422,2667,755,77.9,560,123,16
2023-04,2023-04-01,London,University College London Hospitals,Type 2 - Specialist,2070,1721,349,83.1,584,110,0
2023-04,2023-04-01,London,University College London Hospitals,Type 3 - Minor Injuries,1996,1153,843,57.7,520,272,0
2023-04,2023-04-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,15019,10525,4494,70.1,3953,158,170
2023-04,2023-04-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,2685,1718,967,64.0,858,203,0
2023-04,2023-04-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,2538,1765,773,69.5,757,182,0
2023-04,2023-04-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4056,2956,1100,72.9,1255,182,113
2023-04,2023-04-01,North West,Liverpool University Hospitals,Type 2 - Specialist,3224,2202,1022,68.3,603,179,0
2023-04,2023-04-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,620,547,73,88.1,102,96,0
2023-04,2023-04-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,5030,4271,759,84.9,1105,65,93
2023-04,2023-04-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,4214,3122,1092,74.1,859,161,0
2023-04,2023-04-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,3939,2941,998,74.6,805,131,0
2023-04,2023-04-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14855,12013,2842,80.9,2334,128,43
2023-04,2023-04-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,3702,2828,874,76.4,1128,131,0
2023-04,2023-04-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,1779,1013,766,56.9,312,259,0
2023-04,2023-04-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,12391,8741,3650,70.5,3527,172,117
2023-04,2023-04-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,2381,2037,344,85.5,635,105,0
2023-04,2023-04-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,1439,1018,421,70.7,391,160,0
2023-04,2023-04-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,14099,10513,3586,74.6,3144,177,186
2023-04,2023-04-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,4387,3543,844,80.7,691,139,0
2023-04,2023-04-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,3403,2703,700,79.4,863,145,0
2023-04,2023-04-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,14815,12958,1857,87.5,4116,99,142
2023-04,2023-04-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,676,485,191,71.7,181,150,0
2023-04,2023-04-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,1070,850,220,79.4,223,118,0
2023-04,2023-04-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,11355,8937,2418,78.7,3435,136,316
2023-04,2023-04-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,3749,2820,929,75.2,736,148,0
2023-04,2023-04-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,2709,2509,200,92.6,750,59,0
2023-04,2023-04-01,South East,Oxford University Hospitals,Type 1 - Major A&E,13904,11096,2808,79.8,3005,105,30
2023-04,2023-04-01,South East,Oxford University Hospitals,Type 2 - Specialist,1893,1304,589,68.9,460,215,0
2023-04,2023-04-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,2089,1724,365,82.5,409,124,0
2023-04,2023-04-01,South East,Brighton and Sussex,Type 1 - Major A&E,9623,5597,4026,58.2,2608,266,542
2023-04,2023-04-01,South East,Brighton and Sussex,Type 2 - Specialist,2232,1483,749,66.4,377,186,0
2023-04,2023-04-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,3410,2894,516,84.9,567,98,0
2023-04,2023-04-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,5475,4570,905,83.5,1054,89,72
2023-04,2023-04-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,4100,2888,1212,70.4,1399,201,0
2023-04,2023-04-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,1030,778,252,75.5,244,167,0
2023-04,2023-04-01,South East,East Kent Hospitals,Type 1 - Major A&E,14957,8905,6052,59.5,4610,260,108
2023-04,2023-04-01,South East,East Kent Hospitals,Type 2 - Specialist,2173,1918,255,88.2,343,45,0
2023-04,2023-04-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,2513,2116,397,84.2,851,111,0
2023-04,2023-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,9468,7777,1691,82.1,3286,120,194
2023-04,2023-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,1879,1296,583,68.9,615,165,0
2023-04,2023-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1215,998,217,82.1,420,91,0
2023-04,2023-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,12147,9375,2772,77.2,2321,132,245
2023-04,2023-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,2127,1671,456,78.5,697,138,0
2023-04,2023-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,2447,1997,450,81.6,699,101,0
2023-04,2023-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13353,9160,4193,68.6,3069,167,5
2023-04,2023-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,611,511,100,83.6,163,99,0
2023-04,2023-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,2298,1800,498,78.3,763,152,0
2023-04,2023-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,9489,8677,812,91.4,3238,30,83
2023-04,2023-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,513,398,115,77.4,92,161,0
2023-04,2023-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,544,391,153,71.8,132,194,0
2023-04,2023-04-01,South West,University Hospitals Bristol,Type 1 - Major A&E,5068,3952,1116,78.0,956,156,152
2023-04,2023-04-01,South West,University Hospitals Bristol,Type 2 - Specialist,667,469,198,70.2,128,166,0
2023-04,2023-04-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,4209,3230,979,76.7,994,128,0
2023-04,2023-04-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,5786,3650,2136,63.1,1039,223,113
2023-04,2023-04-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,3307,2986,321,90.3,1125,31,0
2023-04,2023-04-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,4036,3631,405,89.9,1303,35,0
